isolate_A,isolate_B,count_A,count_B,N,p_A,se_p_A,se_count_A,se_count_B,model_dir,Round,Temp,Day,Date,Well,Sample,Community,filename,filepath
16,23,31416,13296,44712,0.7026301663982824,0.0021617218009679284,96.65490516487802,96.65490516487802,16_vs_23,round1,20C,d01,10.03.2026,D8,Sample44,s15,round1_20C_d01_10.03.2026_D8_Sample44.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D8_Sample44.csv
20,43,54489,58365,112854,0.4828273698761231,0.0014874940201852025,167.86965015398084,167.86965015398084,20_vs_43,round1,20C,d01,10.03.2026,F1,Sample61,s21,round1_20C_d01_10.03.2026_F1_Sample61.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F1_Sample61.csv
12,43,59754,43012,102766,0.5814569020882393,0.0015388777874216293,158.14431470217116,158.14431470217116,12_vs_43,round1,20C,d01,10.03.2026,C12,Sample36,s12,round1_20C_d01_10.03.2026_C12_Sample36.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C12_Sample36.csv
12,20,7419,21552,28971,0.25608366987677333,0.0025643142487144304,74.29074809950576,74.29074809950576,12_vs_20,round1,20C,d01,10.03.2026,C1,Sample25,s09,round1_20C_d01_10.03.2026_C1_Sample25.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C1_Sample25.csv
20,56,9919,51,9970,0.9948846539618856,0.0007144573291162006,7.12313957128852,7.12313957128852,20_vs_56,round1,20C,d01,10.03.2026,F5,Sample65,s22,round1_20C_d01_10.03.2026_F5_Sample65.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F5_Sample65.csv
20,43,41935,46335,88270,0.4750764699218307,0.0016808277807133715,148.3666682035693,148.3666682035693,20_vs_43,round1,20C,d01,10.03.2026,F3,Sample63,s21,round1_20C_d01_10.03.2026_F3_Sample63.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F3_Sample63.csv
06,20,62623,15087,77710,0.8058551023034358,0.0014189040104425727,110.26303065149233,110.26303065149233,06_vs_20,round1,20C,d01,10.03.2026,A6,Sample6,s03,round1_20C_d01_10.03.2026_A6_Sample6.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A6_Sample6.csv
20,56,7895,32,7927,0.9959631638703167,0.0007121767132992598,5.645424806323232,5.645424806323232,20_vs_56,round1,20C,d01,10.03.2026,F6,Sample66,s22,round1_20C_d01_10.03.2026_F6_Sample66.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F6_Sample66.csv
12,23,9625,10826,20451,0.47063713265854973,0.003490298393718466,71.38009244993634,71.38009244993634,12_vs_23,round1,20C,d01,10.03.2026,C4,Sample28,s10,round1_20C_d01_10.03.2026_C4_Sample28.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C4_Sample28.csv
32,56,15421,1840,17261,0.8934013093100052,0.0023489093208501747,40.54452378719487,40.54452378719487,32_vs_56,round1,20C,d01,10.03.2026,G8,Sample80,s27,round1_20C_d01_10.03.2026_G8_Sample80.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G8_Sample80.csv
23,43,24477,97290,121767,0.20101505333957476,0.001148467701747937,139.84546663874104,139.84546663874104,23_vs_43,round1,20C,d01,10.03.2026,F10,Sample70,s24,round1_20C_d01_10.03.2026_F10_Sample70.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F10_Sample70.csv
20,23,16676,11479,28155,0.5922926656011366,0.0029286311248667885,82.45560932062443,82.45560932062443,20_vs_23,round1,20C,d01,10.03.2026,E7,Sample55,s19,round1_20C_d01_10.03.2026_E7_Sample55.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E7_Sample55.csv
12,23,6967,6892,13859,0.5027058229309473,0.004247150957569901,58.86126512096126,58.86126512096126,12_vs_23,round1,20C,d01,10.03.2026,C6,Sample30,s10,round1_20C_d01_10.03.2026_C6_Sample30.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C6_Sample30.csv
06,20,98006,23134,121140,0.809030873369655,0.0011293286444864585,136.80687199308957,136.80687199308957,06_vs_20,round1,20C,d01,10.03.2026,A9,Sample9,s03,round1_20C_d01_10.03.2026_A9_Sample9.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A9_Sample9.csv
12,32,17783,14119,31902,0.5574258667168203,0.002780850344535005,88.71468769135573,88.71468769135573,12_vs_32,round1,20C,d01,10.03.2026,C9,Sample33,s11,round1_20C_d01_10.03.2026_C9_Sample33.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C9_Sample33.csv
23,43,32151,123506,155657,0.20655029969741162,0.0010260966907191169,159.71913258726556,159.71913258726556,23_vs_43,round1,20C,d01,10.03.2026,F12,Sample72,s24,round1_20C_d01_10.03.2026_F12_Sample72.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F12_Sample72.csv
16,43,79325,42655,121980,0.6503115264797508,0.0013653911073173725,166.5504072705731,166.5504072705731,16_vs_43,round1,20C,d01,10.03.2026,E1,Sample49,s17,round1_20C_d01_10.03.2026_E1_Sample49.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E1_Sample49.csv
06,12,76306,12825,89131,0.856110668566492,0.0011756143060410015,104.7836787117405,104.7836787117405,06_vs_12,round1,20C,d01,10.03.2026,A3,Sample3,s01,round1_20C_d01_10.03.2026_A3_Sample3.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A3_Sample3.csv
20,32,39563,14095,53658,0.7373178277237318,0.001899876742906341,101.94358627086845,101.94358627086845,20_vs_32,round1,20C,d01,10.03.2026,E12,Sample60,s20,round1_20C_d01_10.03.2026_E12_Sample60.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E12_Sample60.csv
16,32,46518,20923,67441,0.6897584555389155,0.0017812976410569305,120.13249421052045,120.13249421052045,16_vs_32,round1,20C,d01,10.03.2026,D11,Sample47,s16,round1_20C_d01_10.03.2026_D11_Sample47.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D11_Sample47.csv
06,23,96884,2718,99602,0.9727113913375234,0.000516236452894515,51.41818318119948,51.41818318119948,06_vs_23,round1,20C,d01,10.03.2026,A11,Sample11,s04,round1_20C_d01_10.03.2026_A11_Sample11.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A11_Sample11.csv
16,32,62360,25153,87513,0.7125798452801299,0.0015298156191978632,133.87875428286262,133.87875428286262,16_vs_32,round1,20C,d01,10.03.2026,D12,Sample48,s16,round1_20C_d01_10.03.2026_D12_Sample48.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D12_Sample48.csv
12,56,2670,89,2759,0.967741935483871,0.003363745139924463,9.280572841051594,9.280572841051594,12_vs_56,round1,20C,d01,10.03.2026,D2,Sample38,s13,round1_20C_d01_10.03.2026_D2_Sample38.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D2_Sample38.csv
16,23,24386,11463,35849,0.6802421266980948,0.0024632237454060395,88.30410804906111,88.30410804906111,16_vs_23,round1,20C,d01,10.03.2026,D7,Sample43,s15,round1_20C_d01_10.03.2026_D7_Sample43.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D7_Sample43.csv
16,43,35161,26342,61503,0.5716956896411557,0.0019953106989249276,122.71759391597982,122.71759391597982,16_vs_43,round1,20C,d01,10.03.2026,E2,Sample50,s17,round1_20C_d01_10.03.2026_E2_Sample50.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E2_Sample50.csv
12,43,44397,30650,75047,0.5915892707236798,0.0017942875670611215,134.65589904523597,134.65589904523597,12_vs_43,round1,20C,d01,10.03.2026,C11,Sample35,s12,round1_20C_d01_10.03.2026_C11_Sample35.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C11_Sample35.csv
16,23,48217,15942,64159,0.7515235586589567,0.001706023918809911,109.45678860692509,109.45678860692509,16_vs_23,round1,20C,d01,10.03.2026,D9,Sample45,s15,round1_20C_d01_10.03.2026_D9_Sample45.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D9_Sample45.csv
06,56,65602,49191,114793,0.5714808394240067,0.001460589777698435,167.66548235133644,167.66548235133644,06_vs_56,round1,20C,d01,10.03.2026,B7,Sample19,s07,round1_20C_d01_10.03.2026_B7_Sample19.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B7_Sample19.csv
06,16,77923,3951,81874,0.9517429220509563,0.0007489750214687255,61.32158090773043,61.32158090773043,06_vs_16,round1,20C,d01,10.03.2026,A4,Sample4,s02,round1_20C_d01_10.03.2026_A4_Sample4.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A4_Sample4.csv
12,16,3693,50354,54047,0.06832941698891705,0.0010852986252886656,58.657134800976515,58.657134800976515,12_vs_16,round1,20C,d01,10.03.2026,B12,Sample24,s08,round1_20C_d01_10.03.2026_B12_Sample24.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B12_Sample24.csv
06,32,194464,8800,203264,0.9567065491183879,0.00045140902930523944,91.7552049327002,91.7552049327002,06_vs_32,round1,20C,d01,10.03.2026,B1,Sample13,s05,round1_20C_d01_10.03.2026_B1_Sample13.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B1_Sample13.csv
06,43,96206,24307,120513,0.7983039174196974,0.001155888420283534,139.29958119362954,139.29958119362954,06_vs_43,round1,20C,d01,10.03.2026,B4,Sample16,s06,round1_20C_d01_10.03.2026_B4_Sample16.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B4_Sample16.csv
12,32,13125,10942,24067,0.5453525574438027,0.0032097046713840728,77.24796232620048,77.24796232620048,12_vs_32,round1,20C,d01,10.03.2026,C8,Sample32,s11,round1_20C_d01_10.03.2026_C8_Sample32.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C8_Sample32.csv
20,56,11955,59,12014,0.9950890627601132,0.0006377777361760397,7.662261722418941,7.662261722418941,20_vs_56,round1,20C,d01,10.03.2026,F4,Sample64,s22,round1_20C_d01_10.03.2026_F4_Sample64.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F4_Sample64.csv
06,23,122076,4073,126149,0.967712784088657,0.0004976759247253533,62.78132022817859,62.78132022817859,06_vs_23,round1,20C,d01,10.03.2026,A12,Sample12,s04,round1_20C_d01_10.03.2026_A12_Sample12.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A12_Sample12.csv
06,23,103386,3475,106861,0.9674811203338917,0.0005425995383369463,57.98272926622441,57.98272926622441,06_vs_23,round1,20C,d01,10.03.2026,A10,Sample10,s04,round1_20C_d01_10.03.2026_A10_Sample10.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A10_Sample10.csv
12,23,9861,13442,23303,0.42316439943354933,0.003236493000960846,75.41999640139059,75.41999640139059,12_vs_23,round1,20C,d01,10.03.2026,C5,Sample29,s10,round1_20C_d01_10.03.2026_C5_Sample29.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C5_Sample29.csv
23,43,41488,104176,145664,0.28481985940246046,0.0011825424540692969,172.25386402955007,172.25386402955007,23_vs_43,round1,20C,d01,10.03.2026,F11,Sample71,s24,round1_20C_d01_10.03.2026_F11_Sample71.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F11_Sample71.csv
16,20,41736,11051,52787,0.790649212874382,0.0017707845743890692,93.4744053282758,93.4744053282758,16_vs_20,round1,20C,d01,10.03.2026,D5,Sample41,s14,round1_20C_d01_10.03.2026_D5_Sample41.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D5_Sample41.csv
12,20,4714,13797,18511,0.2546593917130355,0.0032021546309396903,59.27508437332461,59.27508437332461,12_vs_20,round1,20C,d01,10.03.2026,C2,Sample26,s09,round1_20C_d01_10.03.2026_C2_Sample26.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C2_Sample26.csv
32,56,16948,1322,18270,0.9276409414340449,0.0019167573364632818,35.01915653718416,35.01915653718416,32_vs_56,round1,20C,d01,10.03.2026,G9,Sample81,s27,round1_20C_d01_10.03.2026_G9_Sample81.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G9_Sample81.csv
16,32,46539,21833,68372,0.6806733750658164,0.0017829854742874437,121.9062828479811,121.9062828479811,16_vs_32,round1,20C,d01,10.03.2026,D10,Sample46,s16,round1_20C_d01_10.03.2026_D10_Sample46.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D10_Sample46.csv
06,12,57528,8843,66371,0.8667640987780808,0.001319082348154318,87.54881452935024,87.54881452935024,06_vs_12,round1,20C,d01,10.03.2026,A2,Sample2,s01,round1_20C_d01_10.03.2026_A2_Sample2.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A2_Sample2.csv
20,32,22902,9404,32306,0.7089085618770508,0.002527366544385067,81.64910358290398,81.64910358290398,20_vs_32,round1,20C,d01,10.03.2026,E10,Sample58,s20,round1_20C_d01_10.03.2026_E10_Sample58.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E10_Sample58.csv
43,56,103830,5753,109583,0.9475009809915772,0.0006737423319985681,73.8307059673991,73.8307059673991,43_vs_56,round1,20C,d01,10.03.2026,G11,Sample83,s28,round1_20C_d01_10.03.2026_G11_Sample83.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G11_Sample83.csv
12,20,4793,14086,18879,0.2538799724561682,0.0031675908284427012,59.800947250169756,59.800947250169756,12_vs_20,round1,20C,d01,10.03.2026,C3,Sample27,s09,round1_20C_d01_10.03.2026_C3_Sample27.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C3_Sample27.csv
12,32,12087,10349,22436,0.5387323943661971,0.003328053564074042,74.6682097635652,74.6682097635652,12_vs_32,round1,20C,d01,10.03.2026,C7,Sample31,s11,round1_20C_d01_10.03.2026_C7_Sample31.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_C7_Sample31.csv
20,23,23246,18499,41745,0.5568571086357648,0.0024313167655529294,101.49531837800704,101.49531837800704,20_vs_23,round1,20C,d01,10.03.2026,E9,Sample57,s19,round1_20C_d01_10.03.2026_E9_Sample57.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E9_Sample57.csv
16,56,29572,153,29725,0.9948528174936921,0.00041505272471236245,12.337442242074975,12.337442242074975,16_vs_56,round1,20C,d01,10.03.2026,E5,Sample53,s18,round1_20C_d01_10.03.2026_E5_Sample53.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E5_Sample53.csv
32,43,31733,105017,136750,0.2320511882998172,0.001141548498677715,156.10675719417753,156.10675719417753,32_vs_43,round1,20C,d01,10.03.2026,G4,Sample76,s26,round1_20C_d01_10.03.2026_G4_Sample76.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G4_Sample76.csv
06,56,86759,48798,135557,0.6400185899658446,0.0013036930693204024,176.72472139786578,176.72472139786578,06_vs_56,round1,20C,d01,10.03.2026,B8,Sample20,s07,round1_20C_d01_10.03.2026_B8_Sample20.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B8_Sample20.csv
06,32,97898,5418,103316,0.9475589453714817,0.0006935136839309798,71.6510597690131,71.6510597690131,06_vs_32,round1,20C,d01,10.03.2026,B2,Sample14,s05,round1_20C_d01_10.03.2026_B2_Sample14.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B2_Sample14.csv
32,56,14071,1985,16056,0.8763702042850025,0.002597686263614123,41.708450648588354,41.708450648588354,32_vs_56,round1,20C,d01,10.03.2026,G7,Sample79,s27,round1_20C_d01_10.03.2026_G7_Sample79.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G7_Sample79.csv
06,12,135479,17366,152845,0.8863816284471197,0.0008117252117250073,124.06813998610875,124.06813998610875,06_vs_12,round1,20C,d01,10.03.2026,A1,Sample1,s01,round1_20C_d01_10.03.2026_A1_Sample1.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A1_Sample1.csv
12,16,3311,37534,40845,0.08106255355612682,0.0013504660309858903,55.15978503561869,55.15978503561869,12_vs_16,round1,20C,d01,10.03.2026,B11,Sample23,s08,round1_20C_d01_10.03.2026_B11_Sample23.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B11_Sample23.csv
12,56,2816,99,2915,0.9660377358490566,0.0033548729958187288,9.779454782811595,9.779454782811595,12_vs_56,round1,20C,d01,10.03.2026,D3,Sample39,s13,round1_20C_d01_10.03.2026_D3_Sample39.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D3_Sample39.csv
06,43,108027,23554,131581,0.8209923925186767,0.0010568387266829135,139.05989649566445,139.05989649566445,06_vs_43,round1,20C,d01,10.03.2026,B5,Sample17,s06,round1_20C_d01_10.03.2026_B5_Sample17.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B5_Sample17.csv
06,20,68021,20658,88679,0.767047440769517,0.0014194969446572085,125.8795695552566,125.8795695552566,06_vs_20,round1,20C,d01,10.03.2026,A8,Sample8,s03,round1_20C_d01_10.03.2026_A8_Sample8.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A8_Sample8.csv
16,56,54396,190,54586,0.9965192540211776,0.00025207999220143657,13.760038454307617,13.760038454307617,16_vs_56,round1,20C,d01,10.03.2026,E4,Sample52,s18,round1_20C_d01_10.03.2026_E4_Sample52.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E4_Sample52.csv
43,56,109864,4400,114264,0.9614926836098858,0.0005692327871449505,65.04281519033063,65.04281519033063,43_vs_56,round1,20C,d01,10.03.2026,G10,Sample82,s28,round1_20C_d01_10.03.2026_G10_Sample82.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G10_Sample82.csv
12,56,4140,149,4289,0.9652599673583586,0.002796142080162398,11.992653381816526,11.992653381816526,12_vs_56,round1,20C,d01,10.03.2026,D1,Sample37,s13,round1_20C_d01_10.03.2026_D1_Sample37.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D1_Sample37.csv
16,43,54135,24099,78234,0.6919625738170105,0.001650613063101233,129.13406237866187,129.13406237866187,16_vs_43,round1,20C,d01,10.03.2026,E3,Sample51,s17,round1_20C_d01_10.03.2026_E3_Sample51.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E3_Sample51.csv
12,16,3561,49450,53011,0.06717473731866971,0.0010872267759325816,57.63497861896208,57.63497861896208,12_vs_16,round1,20C,d01,10.03.2026,B10,Sample22,s08,round1_20C_d01_10.03.2026_B10_Sample22.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B10_Sample22.csv
43,56,122450,6397,128847,0.9503519678378232,0.0006051403378354778,77.97051710908781,77.97051710908781,43_vs_56,round1,20C,d01,10.03.2026,G12,Sample84,s28,round1_20C_d01_10.03.2026_G12_Sample84.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G12_Sample84.csv
06,20,61751,14211,75962,0.8129196177035887,0.001414945561311068,107.48209472831135,107.48209472831135,06_vs_20,round1,20C,d01,10.03.2026,A7,Sample7,s03,round1_20C_d01_10.03.2026_A7_Sample7.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A7_Sample7.csv
16,20,54688,12566,67254,0.81315609480477,0.001503029030389705,101.08471440982922,101.08471440982922,16_vs_20,round1,20C,d01,10.03.2026,D4,Sample40,s14,round1_20C_d01_10.03.2026_D4_Sample40.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D4_Sample40.csv
23,32,18123,12497,30620,0.5918680600914435,0.0028087310193561144,86.00334381268422,86.00334381268422,23_vs_32,round1,20C,d01,10.03.2026,F9,Sample69,s23,round1_20C_d01_10.03.2026_F9_Sample69.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F9_Sample69.csv
06,56,76160,59482,135642,0.561478008286519,0.0013473020542939898,182.75074524854537,182.75074524854537,06_vs_56,round1,20C,d01,10.03.2026,B9,Sample21,s07,round1_20C_d01_10.03.2026_B9_Sample21.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B9_Sample21.csv
06,32,121469,6136,127605,0.9519141099486698,0.000598926964095793,76.42607525344366,76.42607525344366,06_vs_32,round1,20C,d01,10.03.2026,B3,Sample15,s05,round1_20C_d01_10.03.2026_B3_Sample15.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B3_Sample15.csv
23,56,20841,228,21069,0.9891784137832835,0.0007127887155562853,15.017745448055376,15.017745448055376,23_vs_56,round1,20C,d01,10.03.2026,G3,Sample75,s25,round1_20C_d01_10.03.2026_G3_Sample75.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G3_Sample75.csv
20,32,27655,11544,39199,0.7055026913951886,0.0023022501425793095,90.24590333896636,90.24590333896636,20_vs_32,round1,20C,d01,10.03.2026,E11,Sample59,s20,round1_20C_d01_10.03.2026_E11_Sample59.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E11_Sample59.csv
23,56,21101,254,21355,0.9881058300163896,0.0007418549748749595,15.842312988454761,15.842312988454761,23_vs_56,round1,20C,d01,10.03.2026,G2,Sample74,s25,round1_20C_d01_10.03.2026_G2_Sample74.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G2_Sample74.csv
16,20,27344,8652,35996,0.7596399599955551,0.0022522049744052894,81.07037025869279,81.07037025869279,16_vs_20,round1,20C,d01,10.03.2026,D6,Sample42,s14,round1_20C_d01_10.03.2026_D6_Sample42.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_D6_Sample42.csv
20,43,43625,48180,91805,0.47519198300746146,0.0016481685220496416,151.31011116676734,151.31011116676734,20_vs_43,round1,20C,d01,10.03.2026,F2,Sample62,s21,round1_20C_d01_10.03.2026_F2_Sample62.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F2_Sample62.csv
23,32,16040,4740,20780,0.7718960538979788,0.0029108715267048644,60.487910324927086,60.487910324927086,23_vs_32,round1,20C,d01,10.03.2026,F7,Sample67,s23,round1_20C_d01_10.03.2026_F7_Sample67.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_F7_Sample67.csv
23,56,30225,708,30933,0.9771118223256716,0.0008502893142465425,26.301999357588297,26.301999357588297,23_vs_56,round1,20C,d01,10.03.2026,G1,Sample73,s25,round1_20C_d01_10.03.2026_G1_Sample73.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_G1_Sample73.csv
06,16,86751,4728,91479,0.9483160069524154,0.0007319709848396897,66.95997372214997,66.95997372214997,06_vs_16,round1,20C,d01,10.03.2026,A5,Sample5,s02,round1_20C_d01_10.03.2026_A5_Sample5.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_A5_Sample5.csv
16,56,24925,120,25045,0.9952086244759433,0.00043634163283920105,10.92817619445779,10.92817619445779,16_vs_56,round1,20C,d01,10.03.2026,E6,Sample54,s18,round1_20C_d01_10.03.2026_E6_Sample54.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_E6_Sample54.csv
06,43,88316,24854,113170,0.7803834938587965,0.0012306112147746984,139.26827117605262,139.26827117605262,06_vs_43,round1,20C,d01,10.03.2026,B6,Sample18,s06,round1_20C_d01_10.03.2026_B6_Sample18.csv,../data/round01/round1_20C_d01_10.03.2026/round1_20C_d01_10.03.2026_B6_Sample18.csv
16,23,48578,16337,64915,0.7483324347223292,0.001703289140936888,110.56901458391809,110.56901458391809,16_vs_23,round1,10C,d03,12.03.2026,D8,Sample44,s15,round1_10C_d03_12.03.2026_D8_Sample44.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D8_Sample44.csv
20,56,4004,120861,124865,0.03206663196251952,0.0004985733306265908,62.25435892868926,62.25435892868926,20_vs_56,round1,10C,d03,12.03.2026,F6,Sample66,s22,round1_10C_d03_12.03.2026_F6_Sample66.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F6_Sample66.csv
16,56,47368,117306,164674,0.2876471088332099,0.0011154884679390096,183.69194796938845,183.69194796938845,16_vs_56,round1,10C,d03,12.03.2026,E6,Sample54,s18,round1_10C_d03_12.03.2026_E6_Sample54.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E6_Sample54.csv
16,32,59946,10587,70533,0.8499000467866106,0.0013448629427370096,94.8572179400695,94.8572179400695,16_vs_32,round1,10C,d03,12.03.2026,D10,Sample46,s16,round1_10C_d03_12.03.2026_D10_Sample46.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D10_Sample46.csv
20,23,8291,10910,19201,0.43180042706109056,0.0035746214858780783,68.63630715034498,68.63630715034498,20_vs_23,round1,10C,d03,12.03.2026,E9,Sample57,s19,round1_10C_d03_12.03.2026_E9_Sample57.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E9_Sample57.csv
12,43,11885,11267,23152,0.5133465791292329,0.00328489104728513,76.05179752674533,76.05179752674533,12_vs_43,round1,10C,d03,12.03.2026,C11,Sample35,s12,round1_10C_d03_12.03.2026_C11_Sample35.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C11_Sample35.csv
20,43,15003,29859,44862,0.334425571753377,0.0022274539664660486,99.92803984359988,99.92803984359988,20_vs_43,round1,10C,d03,12.03.2026,F3,Sample63,s21,round1_10C_d03_12.03.2026_F3_Sample63.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F3_Sample63.csv
20,56,4381,134639,139020,0.03151345130197094,0.00046855021231484683,65.13785051601,65.13785051601,20_vs_56,round1,10C,d03,12.03.2026,F5,Sample65,s22,round1_10C_d03_12.03.2026_F5_Sample65.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F5_Sample65.csv
32,56,19777,154369,174146,0.11356562884016859,0.0007603087646058458,132.40473012104962,132.40473012104962,32_vs_56,round1,10C,d03,12.03.2026,G9,Sample81,s27,round1_10C_d03_12.03.2026_G9_Sample81.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G9_Sample81.csv
